コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,モバイル表示,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,サイズ表リンク
,t11,,101161,,ウエア,selev,Selev S9 テンポ ホワイト/レッドSelev セレブ S9 テンポ ホワイト/レッド ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,30450,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/t11.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/selev/t11.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/selev/t11.jpg,SelevS9テンポホワイト/レッド,,,-1,0,,,,,,296915-0010003197,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,t12,,101161,,ウエア,selev,Selev S9 テンポ レッド/ホワイトSelev セレブ S9 テンポ レッド/ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,30450,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/t12.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/selev/t12.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/selev/t12.jpg,SelevS9テンポレッド/ホワイト,,,-1,0,,,,,,296915-0010003198,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,t2_ca_compo,,563161,,シューズ,sidi,【サイクルシューズ】SIDI T-2   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,17850,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/t2_ca_compo.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sidi/t2_ca_compo.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/sidi/t2_ca_compo.jpg,SIDIT-2,,,-1,0,,,,,,296915-0010003238,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,t3_air_ca_compo,,563161,,シューズ,sidi,【サイクルシューズ】SIDI T-３ カーボンコンポジット   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,20580,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/t3_air_ca_compo.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sidi/t3_air_ca_compo.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/sidi/t3_air_ca_compo.jpg,SIDIT-３カーボンコンポジット,,,-1,0,,,,,,296915-0010003239,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,techno2system,,563161,,シューズ,sidi,【サイクルシューズ】SIDI テクノ2システム ホワイト   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2520,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/techno2system.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sidi/techno2system.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/sidi/techno2system.jpg,SIDIテクノ2システムホワイト,,,-1,0,,,,,,296915-0010003240,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,techno2system_1,,563161,,シューズ,sidi,【サイクルシューズ】SIDI テクノ2システム ブラック   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2520,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/techno2system_1.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sidi/techno2system_1.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/sidi/techno2system_1.jpg,SIDIテクノ2システムブラック,,,-1,0,,,,,,296915-0010003241,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,techno3system,,563161,,シューズ,sidi,【サイクルシューズ】SIDI テクノ3システム ホワイト   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,3255,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/techno3system.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sidi/techno3system.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/sidi/techno3system.jpg,SIDIテクノ3システムホワイト,,,-1,0,,,,,,296915-0010003242,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,techno3system_1,,563161,,シューズ,sidi,【サイクルシューズ】SIDI テクノ3システム ブラック   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,3255,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/techno3system_1.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/sidi/techno3system_1.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/sidi/techno3system_1.jpg,SIDIテクノ3システムブラック,,,-1,0,,,,,,296915-0010003243,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_700tube,,563161,,タイヤ,ritchey,RITCHEY 700 チューブリッチー 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,945,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_700tube.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/tire_700tube.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/tire_700tube.jpg,RITCHEY700チューブ,,,-1,0,,,,,,296915-0010002699,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_700tubelong,,563161,,タイヤ,ritchey,RITCHEY 700 チューブロングリッチー 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,1050,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_700tubelong.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/tire_700tubelong.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/tire_700tubelong.jpg,RITCHEY700チューブロング,,,-1,0,,,,,,296915-0010002700,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_firststaff,,563161,,タイヤ,gramcompe,グランコンペ ファーストスタッフグランコンペ 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2940,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_firststaff.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/gramcompe/tire_firststaff.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/gramcompe/tire_firststaff.jpg,グランコンペファーストスタッフ,,,-1,0,,,,,,296915-0010002840,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_neweva,,563161,,タイヤ,soma,SOMA NEW エヴァ ウエアーソーマ 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,5040,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_neweva.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tire_neweva.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tire_neweva.jpg,SOMANEWエヴァウエアー,,,-1,0,,,,,,296915-0010002735,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_newexpress,,563161,,タイヤ,soma,SOMA ニューエクスプレスソーマ 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,4830,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_newexpress.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tire_newexpress.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tire_newexpress.jpg,SOMAニューエクスプレス,,,-1,0,,,,,,296915-0010002736,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_race_slick,,563161,,タイヤ,ritchey,RITCHEY RACE SLICK WCSリッチー 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,5040,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_race_slick.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/tire_race_slick.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/tire_race_slick.jpg,RITCHEYRACESLICKWCS,,,-1,0,,,,,,296915-0010002701,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_sidewave,,563161,,タイヤ,gramcompe,グランコンペ サイドウェーブグランコンペ 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2940,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_sidewave.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/gramcompe/tire_sidewave.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/gramcompe/tire_sidewave.jpg,グランコンペサイドウェーブ,,,-1,0,,,,,,296915-0010002841,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_slick_tube,,563161,,タイヤ,ritchey,RITCHEY RACE SLICK TUBLAR WCSリッチー 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,11550,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_slick_tube.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/tire_slick_tube.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/tire_slick_tube.jpg,RITCHEYRACESLICKTUBLARWCS,,,-1,0,,,,,,296915-0010002702,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_snapontape,,563161,,タイヤ,ritchey,RITCHEY スナップオンリムテープリッチー 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,473,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_snapontape.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/tire_snapontape.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/tire_snapontape.jpg,RITCHEYスナップオンリムテープ,,,-1,0,,,,,,296915-0010002703,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tire_ss,,563161,,タイヤ,gramcompe,グランコンペ SS タイヤグランコンペ 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,4200,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tire_ss.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/gramcompe/tire_ss.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/gramcompe/tire_ss.jpg,グランコンペSSタイヤ,,,-1,0,,,,,,296915-0010002842,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tod,,563161,,バーテープ＆グリップ,odi,【バーテープ＆グリップ】オーディーアイ ODI トッドスツールグリップ  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,609,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/odi/tod.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/odi/tod.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/odi/tod.jpg,ODIトッドスツールグリップ,,,-1,0,,,,,,296915-0010003012,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tokyo,,563158,,フレーム,DOSNOVENTA,【ピストバイク フレームセット】ドスノベンタ  (DOSNOVENTA Tokyo Frameset)  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,399000,,1,0,,2,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/dosnoventa/tokyo.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/dosnoventa/tokyo.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/dosnoventa/tokyo.jpg,DOSNOVENTATokyoFrameset,,,-1,2,,,サイズ,,0,296915-0010001786,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tool_lopro,,563162,,工具,soma,SOMA ロープロ８ポケットツール,1470,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tool_lopro.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tool_lopro.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tool_lopro.jpg,SOMAロープロ８ポケットツール,,,-1,0,,,,,,296915-0010002737,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tool_pocketsquare,,563162,,工具,soma,SOMA ポケットスクエアマルチツール,2573,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tool_pocketsquare.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tool_pocketsquare.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tool_pocketsquare.jpg,SOMAポケットスクエアマルチツール,,,-1,0,,,,,,296915-0010002738,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tool_steelcore,,563162,,工具,soma,SOMA スティールコアタイヤレバー,630,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tool_steelcore.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tool_steelcore.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tool_steelcore.jpg,SOMAスティールコアタイヤレバー,,,-1,0,,,,,,296915-0010002739,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tool_woody11,,563162,,工具,soma,SOMA ウッディー１１ツール,2520,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tool_woody11.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tool_woody11.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tool_woody11.jpg,SOMAウッディー１１ツール,,,-1,0,,,,,,296915-0010002740,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,tool_woody8,,563162,,工具,soma,SOMA ウッディー８ツール,1260,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec2/tool_woody8.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/soma/tool_woody8.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/soma/tool_woody8.jpg,SOMAウッディー８ツール,,,-1,0,,,,,,296915-0010002741,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,topazio_pro,,563161,,タイヤ,Vittoria,Vittoria TOPAZIO PRO PROビットリア 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2888,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/vittoria/topazio_pro.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/vittoria/topazio_pro.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/vittoria/topazio_pro.jpg,VittoriaTOPAZIOPROPRO,,,-1,0,,,,,,296915-0010002070,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,track,,563147,,クランク,BLB,【ピストバイク クランクセット】BLB Track Crankset Color  カラー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,14700,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/blb/track.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/blb/track.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/blb/track.jpg,BLBTrackCranksetColor,,,-1,0,,,,,,296915-0010001746,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,track-crank-b,,563147,,クランク,Philwood,【ピストバイク クランクセット】Phil Wood Track Crankset   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,68250,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/track-crank-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/track-crank-b.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/track-crank-b.jpg,PhilWoodTrackCrankset,,,-1,0,,,,,,296915-0010001919,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,track-crank-p,,563147,,クランク,Philwood,【ピストバイク クランクセット】Phil Wood Track Crankset   ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,68250,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/philwood/track-crank-p.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/philwood/track-crank-p.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/philwood/track-crank-p.jpg,PhilWoodTrackCrankset,,,-1,0,,,,,,296915-0010001920,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,triathlon_evo,,563161,,タイヤ,Vittoria,Vittoria TRIATHLON EVO 2ビットリア 【ピストバイク タイヤ】  シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,9135,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/vittoria/triathlon_evo.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/vittoria/triathlon_evo.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/vittoria/triathlon_evo.jpg,VittoriaTRIATHLONEVO2,,,-1,0,,,,,,296915-0010002056,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,turbo_bk,,563161,,サドル,selleITALIA,selleITALIA TURBO 1980 BLACKセレイタリア 【サドル】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,11891,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/selleitalia/turbo_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/selleitalia/turbo_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/selleitalia/turbo_bk.jpg,selleITALIATURBO1980BLACK,,,-1,0,,,,,,296915-0010002260,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,turbo_br,,563161,,サドル,selleITALIA,selleITALIA TURBO 1980 ROWNセレイタリア 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,11891,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/selleitalia/turbo_br.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/selleitalia/turbo_br.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/selleitalia/turbo_br.jpg,selleITALIATURBO1980ROWN,,,-1,0,,,,,,296915-0010002261,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,twitter-721tr-white,,101906,,完成車,LEADERBIKE,【ピストバイク 完成車】 リーダーバイク 721TR ホワイト  (LEADER BIKE 721TR WHITE COMPLETE BIKE) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,99750,,1,0,,1,,0,0,1,1,0,1,0,1,0,"カルフォルニア、サンディエゴ発のブランド、「Leader Bike」のブランドコンセプトは、「ストリートで如何に速く、かっこ良く」。
735・725に代表されるエアロ形状に成形したフレームは、ストリートライドにも耐えれるようバテットの厚みを増やし耐久性を向上。その後のカスタムにも柔軟に対応できる、ビギナーにお勧めのフレームです。
<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/leaderbike/bootstrap-721tr-white.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/leaderbike/bootstrap-721tr-white.html"" frameborder=""0"" id=""skin-prooduct"" scrolling=""no""></iframe>
</div>",http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/721/721-white-01.jpg http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/721/721-white-02.jpg http://image.rakuten.co.jp/brotures/cabinet/items/leaderbike/721/721-white-03.jpg,LEADERBIKE721TRWHITECOMPLETEBIKE LEADERBIKE721TRWHITECOMPLETEBIKE LEADERBIKE721TRWHITECOMPLETEBIKE,,,-1,2,,,サイズ,,0,296915-0010003526,0,,,,,,,,,,アイテム3カラム,自動選択,自動選択,自動選択,自動選択,2,
