コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,モバイル表示,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,サイズ表リンク
,advanced_red_2,,563147,,クランク,MICHE,【ピストバイク クランク】MICHE ADVANCED Crank RED  レッド ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,36000,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/miche/advanced_red_2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/miche/advanced_red_2.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/miche/advanced_red_2.jpg,MICHEADVANCEDCrankRED,,,-1,0,,,,,,296915-0010002129,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,advanced_silver,,563161,,スプロケット,MICHE,MICHE Chainring SILVERミケ 【スプロケット】 シルバー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,8540,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/miche/advanced_silver.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/miche/advanced_silver.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/miche/advanced_silver.jpg,MICHEChainringSILVER,,,-1,0,,,,,,296915-0010002123,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,ahead-stem,,563161,,ステム,BLB,BLB A-HEAD Stemビーエルビー 【ステム】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,7350,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/blb/ahead-stem.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/blb/ahead-stem.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/blb/ahead-stem.jpg,BLBA-HEADStem,,,-1,0,,,,,,296915-0010001731,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,air_comp_latex_1,,563161,,チューブ,michelin,【タイヤ チューブ】ミシュラン MICHELIN エアコンプ ラテックスチューブ  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1890,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/michelin/air_comp_latex_1.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/michelin/air_comp_latex_1.jpg,MICHELINエアコンプラテックスチューブ,,,-1,0,,,,,,296915-0010003146,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,air_comp_ultra_1,,563161,,チューブ,michelin,【タイヤ チューブ】ミシュラン MICHELIN エアコンプ ウルトラライトチューブ  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,840,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/michelin/air_comp_ultra_1.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/michelin/air_comp_ultra_1.jpg,MICHELINエアコンプウルトラライトチューブ,,,-1,0,,,,,,296915-0010003147,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,air_stop_1,,563161,,チューブ,michelin,【タイヤ チューブ】ミシュラン MICHELIN エアストップ チューブ  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,735,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/michelin/air_stop_1.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/michelin/air_stop_1.jpg,MICHELINエアストップチューブ,,,-1,0,,,,,,296915-0010003148,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,alloy-seatpost,,563161,,シートポスト,BLB,BLB Alloy Seatpostビーエルビー シートポスト  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,3150,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/blb/alloy-seatpost.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/blb/alloy-seatpost.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/blb/alloy-seatpost.jpg,BLBAlloySeatpost,,,-1,0,,,,,,296915-0010001732,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,alumitough,,563161,,バーテープ＆グリップ,odi,【バーテープ＆グリップ】オーディーアイ ODI アルミタフプラグ  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,2415,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/odi/alumitough.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/odi/alumitough.jpg,ODIアルミタフプラグ,,,-1,0,,,,,,296915-0010002996,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,archetype-ano,,407713,,ホイール,HPLUSSON,【ピストバイク ホイール】エイチプラスサン   (H PLUS SON ARCHETYPE ANODIZED) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,7875,,1,0,,2,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/hplusson/archetype-ano.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/hplusson/archetype-ano.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/hplusson/archetype-ano.jpg,HPLUSSONARCHETYPEANODIZED,,,-1,0,,,,,,296915-0010001814,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,archetype-b,,407713,,ホイール,HPLUSSON,【ピストバイク ホイール】エイチプラスサン   (H PLUS SON ARCHETYPE BLACK) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,7350,,1,0,,2,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/hplusson/archetype-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/hplusson/archetype-b.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/hplusson/archetype-b.jpg,HPLUSSONARCHETYPEBLACK,,,-1,0,,,,,,296915-0010001815,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,archetype-p,,407713,,ホイール,HPLUSSON,【ピストバイク ホイール】エイチプラスサン   (H PLUS SON ARCHETYPE POLISH) ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 楽天 通勤・通学,7350,,1,0,,2,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/hplusson/archetype-p.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/hplusson/archetype-p.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/hplusson/archetype-p.jpg,HPLUSSONARCHETYPEPOLISH,,,-1,0,,,,,,296915-0010001816,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,arione-cx-kium-b,,563161,,サドル,fizik,fizik-ARIONE CX KIUMfizik 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,14900,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/fizik/arione-cx-kium-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/fizik/arione-cx-kium-b.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/fizik/arione-cx-kium-b.jpg,fizik-ARIONECXKIUM,,,-1,0,,,,,,296915-0010001795,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,arione-cx-kium-r,,563161,,サドル,fizik,fizik-ARIONE CX KIUMfizik 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,14900,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/fizik/arione-cx-kium-r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/fizik/arione-cx-kium-r.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/fizik/arione-cx-kium-r.jpg,fizik-ARIONECXKIUM,,,-1,0,,,,,,296915-0010001796,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,arione-cx-kium-w,,563161,,サドル,fizik,fizik-ARIONE CX KIUMfizik 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,14900,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/fizik/arione-cx-kium-w.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/fizik/arione-cx-kium-w.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/fizik/arione-cx-kium-w.jpg,fizik-ARIONECXKIUM,,,-1,0,,,,,,296915-0010001797,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,arione-kium-std,,563161,,サドル,fizik,fizik ARIONE KIUM STDfizik 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,13000,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/fizik/arione-kium-std.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/fizik/arione-kium-std.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/fizik/arione-kium-std.jpg,fizikARIONEKIUMSTD,,,-1,0,,,,,,296915-0010001798,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,arione-versus-b,,563161,,サドル,fizik,fizik ARIONE VERSUS KIUMfizik 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,14000,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/fizik/arione-versus-b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/fizik/arione-versus-b.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/fizik/arione-versus-b.jpg,fizikARIONEVERSUSKIUM,,,-1,0,,,,,,296915-0010001799,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,arione-versus-w,,563161,,サドル,fizik,fizik ARIONE VERSUS KIUMfizik 【サドル】  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,14000,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/fizik/arione-versus-w.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/fizik/arione-versus-w.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/fizik/arione-versus-w.jpg,fizikARIONEVERSUSKIUM,,,-1,0,,,,,,296915-0010001800,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,as_007_bk,,563161,,ステム,Kalloy,Kalloy ASA-105 ロードステム BLACKKalloy 【ステム】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2777,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/as_007_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/as_007_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/as_007_bk.jpg,KalloyASA-105ロードステムBLACK,,,-1,0,,,,,,296915-0010002279,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,as_007_red,,563161,,ステム,Kalloy,Kalloy ASA-105 ロードステム REDKalloy 【ステム】 レッド ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,3381,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/as_007_red.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/as_007_red.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/as_007_red.jpg,KalloyASA-105ロードステムRED,,,-1,0,,,,,,296915-0010002280,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,as_007_silver,,563161,,ステム,Kalloy,Kalloy ASA-105 ロードステム SILVERKalloy 【ステム】 シルバー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,3381,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/as_007_silver.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/as_007_silver.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/as_007_silver.jpg,KalloyASA-105ロードステムSILVER,,,-1,0,,,,,,296915-0010002281,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,as_007_wh,,563161,,ステム,Kalloy,Kalloy ASA-105 ロードステム WHITEKalloy 【ステム】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2777,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/as_007_wh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/as_007_wh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/as_007_wh.jpg,KalloyASA-105ロードステムWHITE,,,-1,0,,,,,,296915-0010002282,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,as_158_bk,,563161,,ステム,Kalloy,Kalloy ASA-105 MTBステム BLACKKalloy 【ステム】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2777,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/as_158_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/as_158_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/as_158_bk.jpg,KalloyASA-105MTBステムBLACK,,,-1,0,,,,,,296915-0010002283,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,as_158_silver,,563161,,ステム,Kalloy,Kalloy ASA-105 MTBステム SILVERKalloy 【ステム】 シルバー ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,2777,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/as_158_silver.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/as_158_silver.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/as_158_silver.jpg,KalloyASA-105MTBステムSILVER,,,-1,0,,,,,,296915-0010002284,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,asa_105_bk,,563161,,ステム,Kalloy,Kalloy ASA-105 軽量ロードステム BLACKKalloy 【ステム】 ブラック ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,4830,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/asa_105_bk.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/asa_105_bk.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/asa_105_bk.jpg,KalloyASA-105軽量ロードステムBLACK,,,-1,0,,,,,,296915-0010002277,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,asa_105_wh,,563161,,ステム,Kalloy,Kalloy ASA-105 軽量ロードステム WHITEKalloy 【ステム】 ホワイト ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,4830,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kalloy/asa_105_wh.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kalloy/asa_105_wh.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/kalloy/asa_105_wh.jpg,KalloyASA-105軽量ロードステムWHITE,,,-1,0,,,,,,296915-0010002278,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,atlanta_gold_cs,,563161,,タイヤ,Vittoria,Vittoria ATLANTA GOLD CSビットリア 【ピストバイク タイヤ】 ゴールド シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,10500,,1,0,,4,,0,0,1,1,0,1,0,1,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/vittoria/atlanta_gold_cs.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/vittoria/atlanta_gold_cs.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/vittoria/atlanta_gold_cs.jpg,VittoriaATLANTAGOLDCS,,,-1,0,,,,,,296915-0010002063,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,attack_1,,563161,,バーテープ＆グリップ,odi,【バーテープ＆グリップ】odi ODIアタック BLACK WHITE ホワイト ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1029,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/odi/attack_1.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/odi/attack_1.jpg,ODIアタックBLACKWHITE,,,-1,0,,,,,,296915-0010002997,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,attack_2,,563161,,バーテープ＆グリップ,odi,【バーテープ＆グリップ】odi ODI アタック カラー  ロードバイク/  シングルスピード/PISTEBIKE/ 自転車 パーツ 楽天,1029,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/odi/attack_2.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/odi/attack_2.jpg,ODIアタックカラー,,,-1,0,,,,,,296915-0010002998,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
,ava05,,101161,,ウエア,selev,selevselev セレブ アバター カーボン  ピストバイク/シングルスピード/PISTEBIKE/ ロードバイク/ 自転車 パーツ 楽天,18270,,1,0,,4,,0,0,1,1,0,1,0,1,0,#REF!,,,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/selev/ava05.html"" frameborder=""0"" id=""items-col-content"" scrolling=""no""></iframe>",http://image.rakuten.co.jp/brotures/cabinet/items/selev/ava05.jpg,Selevアバターカーボン,,,-1,0,,,,,,296915-0010003164,0,,,,,,,,,,items-col1-content,自動選択,自動選択,自動選択,自動選択,2,
